title,age,gender,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
32,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,24,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,55,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
92,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
98,55,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,55,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,55,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41,38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
29,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,43,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,43,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
16,43,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50,43,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
44,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
88,43,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17,43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,26,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
16,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50,26,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
87,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
70,26,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,31,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
50,31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
97,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
87,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
98,31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
3,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
97,24,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
25,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,24,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
36,22,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
92,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
94,22,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
32,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,29,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
76,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,29,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
43,29,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,29,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
44,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
55,29,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
58,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,29,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70,29,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
76,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,40,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
92,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,40,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
92,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
98,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,18,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
98,64,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,64,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,34,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
55,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
50,29,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,29,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
92,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,39,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
32,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,23,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,23,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
16,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,23,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
43,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,23,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
35,23,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,23,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
55,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,23,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
84,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,35,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
59,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
16,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,35,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
92,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
71,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
97,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
25,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
93,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,35,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
33,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,35,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
69,29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
89,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,51,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
41,51,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
15,51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
92,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
97,51,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
98,51,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,51,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,26,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
16,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
99,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,26,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
35,26,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,26,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42,26,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
55,26,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,26,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,26,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,53,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,17,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
42,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
63,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
82,44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,44,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
50,44,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
35,44,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
15,44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
57,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,44,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,44,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69,44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,33,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7,33,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
50,33,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
55,33,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
88,33,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
93,33,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,52,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
98,52,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
98,42,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,22,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,22,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
44,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
94,22,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
88,22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
97,22,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
87,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,22,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
32,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,24,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,21,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7,21,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
16,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,21,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
41,21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
71,21,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
